Altium Designer Pick and Place Locations
C:\Repo\PicoBOB\Project Outputs for PicoBOB\PicoBOB_UPLOAD_GERBERS_B1\Pick Place\PicoBOB_CAM_OUTPUT_B1.csv

========================================================================================================================
File Design Information:

Date:       04-08-22
Time:       22:33
Revision:   d7b46e3226fb4741842741c832d1c6a83a647035
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R65","100KO ±1%","TopLayer","0402_R","858.267","669.291","180","Chip resistor"
"R56_Zs","510O ±1%","TopLayer","0402_R","850.330","1668.307","180","Chip resistor"
"R56_Zd","510O ±1%","TopLayer","0402_R","604.267","1663.386","180","Chip resistor"
"R56_Ys","510O ±1%","TopLayer","0402_R","849.409","1850.394","180","Chip resistor"
"R56_Yd","510O ±1%","TopLayer","0402_R","604.267","1845.473","180","Chip resistor"
"R56_Xs","510O ±1%","TopLayer","0402_R","354.330","1481.299","180","Chip resistor"
"R56_Xd","510O ±1%","TopLayer","0402_R","353.283","1297.244","180","Chip resistor"
"R56_PWM","510O ±1%","TopLayer","0402_R","354.331","1663.386","180","Chip resistor"
"R56_EN","510O ±1%","TopLayer","0402_R","354.331","1845.472","180","Chip resistor"
"R56_Bs","510O ±1%","TopLayer","0402_R","850.330","1486.220","180","Chip resistor"
"R56_Bd","510O ±1%","TopLayer","0402_R","604.267","1481.299","180","Chip resistor"
"R56_As","510O ±1%","TopLayer","0402_R","604.267","1299.213","180","Chip resistor"
"R56_Ad","510O ±1%","TopLayer","0402_R","850.330","1304.134","180","Chip resistor"
"R9","510O ±1%","TopLayer","0402_R","590.551","1084.646","270","Chip resistor"
"R7","100KO ±1%","TopLayer","0402_R","541.339","1084.646","90","Chip resistor"
"Q13_Zs","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","802.165","1574.803","180","???"
"Q13_Zd","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","556.102","1569.882","180","???"
"Q13_Ys","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","801.244","1756.890","180","???"
"Q13_Yd","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","556.102","1751.969","180","???"
"Q13_Xs","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","306.165","1387.795","180","???"
"Q13_Xd","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","305.118","1203.740","180","???"
"Q13_PWM","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","306.166","1569.882","180","???"
"Q13_EN","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","306.166","1751.968","180","???"
"Q13_Bs","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","802.165","1392.717","180","???"
"Q13_Bd","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","556.102","1387.795","180","???"
"Q13_As","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","556.102","1205.709","180","???"
"Q13_Ad","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","802.165","1210.630","180","???"
"J9","473460001","TopLayer","FP-473460001-MFG","236.220","2013.583","180","CONN RCPT USB2.0 MICRO B SMD R/A"
"J1","D-DMR025PF-D002","TopLayer","618025231121","1061.220","1075.787","90","Through Hole,P=2.77mm D-Sub Connectors ROHS"
"C53","10nF","TopLayer","0402_C","688.976","1084.646","270","Chip capacitors"
"C51","10nF","TopLayer","0402_C","858.267","1013.780","180","Chip capacitors"
"C50","10nF","TopLayer","0402_C","858.267","767.717","180","Chip capacitors"
"C49","10nF","TopLayer","0402_C","858.267","620.079","0","Chip capacitors"
"C48","1.0uF","TopLayer","0402_C","625.000","605.315","0","Chip capacitor"
"C20","10nF","TopLayer","0402_C","639.764","1084.646","270","Chip capacitors"
